contador,pokemon_names,pokemon_prices 1,pokemon_prices 2,pokemon_prices 3
1702,Pokémon Center: Piplup Sitting Cuties Peluche 4 ¾ Pulgadas,371.597,30.966,0
1703,"Pokémon Center: Porygon-z Sitting Cuties Felpa, 6 ¼ Pulgada",482.009,40.167,0
1704,Pokémon Center: Leafeon Sitting Cuties - Peluche De 6 Pulga,427.868,35.655,0
1705,Muñeco Peluche Pokémon Jigglypuff,50.000,1.388,0
1706,Sanei All Star Series De Pokemon Pikachu De Peluche De Felp,427.868,35.655,0
1707,"Sanei Pokémon All Star Series Pp72 manaphy Relleno Felpa, 7",386.635,32.219,0
1708,"Funda De Mesa De Plástico Con Diseño De Pokémon, 54 X 96 Pu",298.278,24.856,0
1709,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",357.043,9.917,0
1710,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,205.795,5.716,0
1711,Peluche Oficial Pokemon 8 Calidad Premium - Chikorita,212.205,5.894,0
1712,"Almohada De Pikachu De Felpa Suave, Diseño De Pokemon",223.900,6.219,0
1713,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,208.163,5.782,0
1714,"Pokemon Squirtle De Felpa Para Dormir De 18 Pulgadas, Pokmo",430.895,35.907,0
1715,Pokemon Mimikyu Peluche Peluche Animal Juguete 8,235.646,19.637,0
1716,Muñeco Peluche Pokémon Pikachu,35.000,972,0
1717,Toyfactory Pokemon Pikachu 10 Felpa,221.617,6.156,0
1718,Peluche De Pokémon Slakoth Plush El Perezoso Pokémon 8'',207.990,5.777,0
1719,"Peluche Relleno De Sanei Pokemon All Star Series Jigglypuff,",201.990,5.610,0
1720,Pokémon Jigglypuff Peluche De Animal,204.990,5.694,0
1721,Peluche De Pikachu De 8 Pulgadas Oficial Y De Calidad Premiu,221.900,6.163,0
1722,Pokémon Flopping Magikarp Plush Flops Interactivas De Jugu,537.990,14.944,0
1723,Pokemon Pikachu - Peluche De Carga Elctrica Peluche Interac,296.241,24.686,0
1724,Pokemon - Peluche Oficial Y De Calidad Premium De 8.0 In -,214.100,5.947,0
1725,Peluche Pokemon Pikachu De 8 Pulgadas De Alta Calidad,254.900,7.080,0
1726,Peluche Pokémon Dratini Original 30 Cm,173.779,14.481,0
1727,"Pokémon Center: Drapion Sitting Cuties Felpa, 9 ½ Pulgadas",417.340,34.778,0
1728,"Pokemon Pikachu - Peluche De Carga Eléctrica, Felpa Interac",630.709,52.559,0
1729,Pokemon Bulbasaur Peluche Peluche Animal Juguete 8,285.144,7.920,0
1730,Pokémon Center: Leafeon Sitting Cuties - Peluche De 6 PuLG.,272.990,7.583,0
1731,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",344.672,9.574,0
1732,Pokemon Center Original De Felpa Zaciano,633.950,17.609,0
1733,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,203.111,5.641,0
1734,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,218.635,6.073,0
1735,Peluche Oficial Pokemon 8 Calidad Premium - Chikorita,224.882,6.246,0
1736,"Beigua Almohada Suave De Felpa Pikachu, Plegable Pokemon",200.900,5.580,0
1737,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",352.572,9.793,0
1738,Sanei Pokemon All Star Collection Vulpix - Peluche De Peluc.,173.990,4.833,0
1739,Toyfactory Pokemon Pikachu 10 Felpa,213.990,5.944,0
1740,Pokémon Eevee Y Pikachu 2 Paquetes De Animales De Peluche .,350.990,9.749,0
1741,"Pokémon - Peluche Oficial Y De Alta Calidad, 8 Pulgadas, C.",213.990,5.944,0
1742,Pokémon Ditto Peluche Peluche Animal Juguete - 8 - A Partir,200.900,5.580,0
1743,Juguete De Peluche Pokémon Lapras - Grande 12 - Edades 2+,301.900,8.386,0
1744,Peluche Pokémon Slowpoke - Grande 12,275.900,7.663,0
1745,Pokémon Greninja Peluche De Felpa - Grande 12,274.900,7.636,0
1746,Peluche De Bulbasaur Plateado Brillante De 8 De La Celebrac,136.900,3.802,0
1747,Animal De Peluche Pokemon Growlithe - 8 Pulgadas,201.900,5.608,0
1748,Pokémon Juguete De Peluche De Ardilla De Peluche 80 In,195.900,5.441,0
1749,Pokémon 25th Celebration 8 Peluche De Pikachu Plateado Plat,120.900,3.358,0
1750,Pokémon 8 Pulgadas De Peluche De Escala Acción,194.900,5.413,0
1751,Peluche Pokémon Slakoth - El Pokémon Perezoso Perezoso - 8 P,169.900,4.719,0
1752,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",352.572,9.793,0
1753,Pokemon Center Original De Felpa Zaciano,649.475,18.040,0
1754,Peluche Oficial Pokemon 8 Calidad Premium - Chikorita,216.492,6.013,0
1755,Peluches Sanei Pokemon All Star Series Plusle 6.5 Pulgadas,185.844,5.162,0
1756,Peluches Sanei All Star Collection De Pokemon Zorua 7'',266.900,7.413,0
1757,Lindo Pokemon Gengar Juguetes De Peluche Muñecas,130.334,10.861,0
1758,Pokemon Center Original De Felpa Zaciano,693.876,19.274,0
1759,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",342.957,9.526,0
1760,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,222.310,6.175,0
1761,Peluche Oficial Pokemon 8 Calidad Premium - Chikorita,229.047,6.362,0
1762,Pokemon Greninja Peluche De Felpa - Grande 12,309.886,8.607,0
1763,Pokemon Center Original De Felpa Zaciano,668.766,18.576,0
1764,Pokemon Center Original De Felpa Zaciano,681.627,18.934,0
1765,Toyfactory Pokemon Pikachu 10 Felpa,209.265,5.812,0
1766,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",344.672,9.574,0
1767,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,203.130,5.642,0
1768,Pokemon Greninja Peluche De Felpa - Grande 12,283.151,7.865,0
1769,Pokemon Juguete De Peluche De Ardilla De Peluche 80 In,218.635,6.073,0
1770,Pokemon Center Original De Felpa Zaciano,633.950,17.609,0
1771,Pokemon - Snorlax De Felpa Grande De 120 In,307.743,8.548,0
1772,Peluche Oficial Pokemon 8 Calidad Premium - Chikorita,225.066,6.251,0
1773,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",372.966,10.360,0
1774,Peluche Oficial Pokemon 8 Calidad Premium - Chikorita,209.265,5.812,0
1775,Peluche Pokémon Espada Y Escudo - Unidad a $157427,159.297,13.274,0
1776,Muñeco De Peluche Pokémon Sleeping Vaporeon Poké,183.433,15.286,0
1777,8 Escudo De Espada De Felpa Grookey,249.711,20.809,0
1778,"Peluche Pokémon Gengar De 25 Cm Para Niños, 2 Unidades",168.758,14.063,0
1779,"Muñecos De Peluche De Pokémon Gengar, 25 Cm, Para Niños, 2 U",168.758,14.063,0
1780,"Muñecas Para Niños, El Mejor Regalo De 25 Cm, Peluche Pokémo",168.758,14.063,0
1781,"Peluche De Peluche Con Forma De Animal, Regalo Para Niños, P",102.191,8.515,0
1782,"Muñecas De Juguete Para Niños, 2 Unidades, El Mejor Regalo D",168.758,14.063,0
1783,"Juguetes De Peluche Con Forma De Animal Para Regalo, 2 Unida",168.758,14.063,0
1784,"Peluche Pokémon Gengar Toys, 2 Unidades, Para Niños, El Mejo",168.758,14.063,0
1785,"Muñecos De Peluche De Pokémon Gengar, 2 Unidades, Muñecos De",168.758,14.063,0
1786,Peluche Pokémon Gengar De 25 Cm Para Niños,102.191,8.515,0
1787,"Peluche Pokémon Gengar Toys Para Niños, El Mejor Regalo",102.191,8.515,0
1788,"Muñeco De Peluche Relacionado Con Pokémon Quagsire,",116.673,9.722,0
1789,"Muñeco De Peluche De Dragón Po-mon Negro De Gran Tamaño, 80",106.198,8.849,0
1790,Peluche Pokémon Espada Y Escudo - Unidad a $157427,159.297,13.274,0
1791,"Peluche Pokémon Dragon De 2 Estilos, Mega Rayquaza, 80 Cm",136.899,11.408,0
1792,"Peluche Pokémon Dragon De 2 Estilos, Mega Rayquaza, 80 Cm",136.899,11.408,0
1793,"Peluche Pokémon Dragon De 2 Estilos, Mega Rayquaza, 80 Cm",136.899,11.408,0
1794,"Peluche Pokémon Dragon De 2 Estilos, Mega Rayquaza, 80 Cm",136.899,11.408,0
1795,2 Piezas Pokémon Gengar Peluche,153.601,12.800,0
1796,2 Piezas Juguetes De Peluche Geng - Unidad a $38320,153.601,12.800,0
1797,2 Piezas Pokémon Gengar De Peluch - Unidad a $38320,153.601,12.800,0
1798,Pokémon Gengar Peluche,120.486,10.040,0
1799,Peluche Pokemon Gengar 2 Piezas - Unidad a $39230,153.601,12.800,0
1800,2 Piezas Gengar Peluche Pokémon Primera Generación,153.601,12.800,0
1801,Juguetes De Peluche Gengar Pokém - Unidad a $119844,120.486,10.040,0
1802,2 Piezas Juguetes De Peluche Gengar Pokémon,153.601,12.800,0
1803,Juguetes De Peluche Gengar Pokémon,120.486,10.040,0
1804,2 Piezas Pokémon Gengar Juguetes - Unidad a $38320,153.601,12.800,0
1805,2 Piezas Peluche Gengar Pokemon D - Unidad a $38320,153.601,12.800,0
1806,2 Piezas Pokémon Gengar Peluche - Unidad a $38196,153.601,12.800,0
1807,Pokémon Gengar De Peluche - Unidad a $123090,120.486,10.040,0
1808,Peluche Pokemon Gengar Felpa 2pie - Unidad a $38320,153.601,12.800,0
1809,2 Piezas Gengar Peluche Pokémon P - Unidad a $38320,153.601,12.800,0
1810,Peluche Gengar Pokemon Dibujos J - Unidad a $120233,120.486,10.040,0
1811,2 Piezas Peluche De Gengar Pokémo - Unidad a $38320,153.601,12.800,0
1812,Peluche De Gengar Pokémon - Unidad a $120233,120.486,10.040,0
1813,2 Piezas Pokémon Peluche Gengar - Unidad a $38196,153.601,12.800,0
1814,Peluche Pokémon Gengar - Unidad a $123090,120.486,10.040,0
1815,Peluche Pokemon Espada Y Escudo Scorbunny 38 Cm,77.235,6.436,0
1816,Peluche Pokemon Espada Y Escudo Scorbunny 38 Cm,77.235,6.436,0
1817,Peluche De Gengar Pokémon - Unidad a $119844,120.486,10.040,0
1818,2 Piezas Gengar Peluche Pokémon Primera Generación,153.601,12.800,0
1819,2 Piezas Pokémon Gengar Juguetes - Unidad a $38196,153.601,12.800,0
1820,2 Piezas Peluche Gengar Pokemon Dibujos Juguetes,153.601,12.800,0
1821,2 Piezas Gengar Peluche Pokémon P - Unidad a $38320,153.601,12.800,0
1822,Peluche Pokemon Gengar Felpa - Unidad a $123090,120.486,10.040,0
1823,2 Piezas Pokémon Gengar De Peluch - Unidad a $38320,153.601,12.800,0
1824,Peluche Pokemon Gengar Felpa 2pie - Unidad a $38196,153.601,12.800,0
1825,Gengar Peluche Pokémon Primera Generación,120.486,10.040,0
1826,2 Piezas Juguetes De Peluche Gengar Pokémon,153.601,12.800,0
1827,Peluche Pokémon Gengar - Unidad a $120233,120.486,10.040,0
1828,Juguetes De Peluche Gengar Pokém - Unidad a $120233,120.486,10.040,0
1829,Pokémon Gengar Peluche,120.486,10.040,0
1830,2 Piezas Juguetes De Peluche Gengar Pokémon,153.601,12.800,0
1831,Peluche Gengar Pokemon Dibujos J - Unidad a $122129,120.486,10.040,0
1832,2 Piezas Pokémon Gengar Peluche,153.601,12.800,0
1833,2 Piezas Peluche Gengar Pokemon D - Unidad a $39230,153.601,12.800,0
1834,Pokémon Gengar Peluche,120.486,10.040,0
1835,Pokémon Gengar Juguetes De Peluc - Unidad a $120233,120.486,10.040,0
1836,Juguetes De Peluche Gengar Pokémon,120.486,10.040,0
1837,2 Piezas Gengar Peluche Pokémon Primera Generación,153.601,12.800,0
1838,2 Piezas Pokémon Gengar Peluche - Unidad a $39230,153.601,12.800,0
1839,2 Piezas Peluche De Gengar Pokémo - Unidad a $38320,153.601,12.800,0
1840,Pokémon Peluche Gengar,120.486,10.040,0
1841,2 Piezas Peluche Gengar Pokemon Dibujos Juguetes,153.601,12.800,0
1842,Pokémon Gengar De Peluche - Unidad a $123090,120.486,10.040,0
1843,Pokémon Peluche Gengar - Unidad a $120233,120.486,10.040,0
1844,Pokémon Gengar Peluche - Unidad a $119844,120.486,10.040,0
1845,2 Piezas Juguetes De Peluche Geng - Unidad a $38320,153.601,12.800,0
1846,Juguetes De Peluche Gengar Pokémon,120.486,10.040,0
1847,2 Piezas Pokémon Peluche Gengar - Unidad a $38320,153.601,12.800,0
1848,2 Piezas Pokémon Peluche Gengar,153.601,12.800,0
1849,Peluche Gengar Pokemon Dibujos Juguetes,120.486,10.040,0
1850,Peluche Pokemon Gengar 2 Piezas - Unidad a $38320,153.601,12.800,0
1851,2 Piezas Pokémon Peluche Gengar,153.601,12.800,0
1852,Muñeco De Peluche De Dibujos Animados Pokémon Gengar,102.288,8.524,0
1853,Muñeco De Peluche De Dibujos Animados Pokémon Gengar De 2 Pi,169.386,14.115,0
1854,Peluche Meowth Pokémon,100.000,8.333,0
1855,Muñeco Peluche Pokémon Togepi,49.999,1.388,0
1856,2 Piezas De Peluche De Dibujos Animados De Muñeca Pokémon Ge,169.386,14.115,0
1857,Peluche De Dibujo Animado Pokémon Gengar 24 Cm,102.288,8.524,0
1858,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,169.386,14.115,0
1859,"Muñeco De Peluche Con Dibujos Animados De Pokémon Gengar, 24",169.386,14.115,0
1860,Muñeco De Peluche Dibujos Animados Pokémon Gengar 24cm,102.288,8.524,0
1861,Muñeco De Peluche De Dibujos Animados Pokémon Gengar,102.288,8.524,0
1862,2 Piezas De Peluche De Dibujos Animados De Muñeca Pokémon Ge,169.386,14.115,0
1863,Peluche De Dibujo Pokémon Gengar De 24 Cm,102.288,8.524,0
1864,Muñeco De Peluche De Dibujos Animados Pokémon Gengar,102.288,8.524,0
1865,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,169.386,14.115,0
1866,Juego De Peluche De Dibujos Animados De Pokémon Gengar,102.288,8.524,0
1867,2 Piezas De Peluche De Dibujos Animados De Muñeca Pokémon Ge,169.386,14.115,0
1868,Pokémon Gengar Peluche De Dibujos Animados 2 Peazas,169.386,14.115,0
1869,"Muñeco De Peluche Con Dibujos Animados De Pokémon Gengar, 24",169.386,14.115,0
1870,Juguete De Peluche De Dibujos Animados De Pokemon Gengar X 2,169.386,14.115,0
1871,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 2 Pieza,169.386,14.115,0
1872,Juego De Peluche De Dibujos Animados De Pokémon Gengar,102.288,8.524,0
1873,"Peluche De Dibujo Para Dibujos De Pokemon Gengar De 24 Cm, 2",169.386,14.115,0
1874,Peluche De Dibujo Animado Pokémon Gengar De 2 Peazas 24 Cm,169.386,14.115,0
1875,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,169.386,14.115,0
1876,Peluche De Dibujo Animado Pokémon Gengar De 2 Peazas 24 Cm,169.386,14.115,0
1877,Muñeco De Peluche Dibujos Animados Pokémon Gengar 24cm,102.288,8.524,0
1878,Pokémon Gengar Peluche De Dibujos Animados 24cm,102.288,8.524,0
1879,Juguete De Peluche De Dibujos Animados De Pokemon Gengar X 2,169.386,14.115,0
1880,Juego De Peluche De Dibujos Animados De Pokemon Gengar 24cm,102.288,8.524,0
1881,Peluche De Dibujo Animado Pokémon Gengar 24 Cm,102.288,8.524,0
1882,Kit 2 Pokémon Gengar Muñeco De Dibujo Animado 24 Cm,169.386,14.115,0
1883,Pokémon Gengar Peluche De Dibujos Animados 24cm,102.288,8.524,0
1884,Muñeco De Peluche De Dibujos Animados Pokémon Gengar De 2 Pi,169.386,14.115,0
1885,Muñeco De Peluche Dibujos Animados Pokémon Gengar 24cm,102.288,8.524,0
1886,Muñeco De Peluche De Dibujos Animados Pokémon Gengar De 2 Pi,169.386,14.115,0
1887,Pokémon Gengar Peluche De Dibujos Animados 24cm,102.288,8.524,0
1888,Pokémon Gengar Peluche De Dibujos Animados 2 Peazas,169.386,14.115,0
1889,Juguete De Peluche De Dibujos Animados De Pokemon Gengar X 2,169.386,14.115,0
1890,Juego De Peluche De Dibujos Animados De Pokemon Gengar 24cm,102.288,8.524,0
1891,Juego De Peluche De Dibujos Animados De Pokémon Gengar,102.288,8.524,0
1892,"Muñeco De Peluche Con Dibujos Animados De Pokémon Gengar, 24",169.386,14.115,0
1893,Peluche De Dibujo Pokémon Gengar De 24 Cm,102.288,8.524,0
1894,Juguete De Peluche De Dibujos Animados De Pokemon Gengar X 2,169.386,14.115,0
1895,Peluche De Dibujo Pokémon Gengar De 24 Cm,102.288,8.524,0
1896,Muñeco De Peluche Dibujos Animados Pokémon Gengar 24cm,102.288,8.524,0
1897,2 Piezas De Peluche De Dibujos Animados De Muñeca Pokémon Ge,169.386,14.115,0
1898,Peluche De Dibujo Animado Pokémon Gengar De 2 Peazas 24 Cm,169.386,14.115,0
1899,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,169.386,14.115,0
1900,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 2 Pieza,169.386,14.115,0
1901,Juego De Peluche De Dibujos Animados De Pokémon Gengar,102.288,8.524,0
1902,Kit 2 Pokémon Gengar Muñeco De Dibujo Animado 24 Cm,169.386,14.115,0
1903,Pokémon Gengar Peluche De Dibujos Animados 2 Peazas,169.386,14.115,0
1904,Peluche Pokemon Squirtle Bulbasaur Gengar Regalo Colección.,67.900,5.658,0
1905,Peluche Charizard Suave Pokemon,87.900,7.325,0
1906,"Pokemon Pikachu Plush, 18 Pokemon Plush Toy - Adorable Pika",435.966,12.110,0
1907,Pokémon Jigglypuff - Peluche De Peluche (7.9 in),214.824,5.967,0
1908,Pokémon Gengar Peluche De Dibujos Animados 24cm,105.184,8.765,0
1909,Carpeta De 15 Tarjetas Con Motivos De Pokémon,166.634,13.886,0
1910,Muñeco De Peluche Pokemon Xy Mega Charizard Niños Juguetes,142.981,11.915,0
1911,Pokémon Gengar Juguetes De Peluc - Unidad a $109395,109.625,9.135,0
1912,Original 24 Cm Pokemon Gengar Juguetes De Peluche De Dibujos,114.597,9.549,0
1913,Star Wars El Niño Bebé Yoda Muñeca De Peluche De Peluche Man,148.146,12.345,0
1914,Pokémon Gengar Peluche De Dibujo Animado 2 Peases,137.913,11.492,0
1915,Peluche De Dibujo Animado Pokémon Gengar 24 Cm,110.398,9.199,0
1916,Peluche Pokemon Gengar Felpa - Unidad a $110744,110.977,9.248,0
1917,Muñeco De Peluche De Dibujos Animados Pokémon Gengar 2 Pieza,180.778,15.064,0
1918,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,113.632,9.469,0
1919,Juguete De Peluche De Dibujos Animados De Pokemon Gengar X 2,146.071,12.172,0
1920,Original 24 Cm Pokemon Gengar Juguetes De Peluche De Dibujos,111.701,9.308,0
1921,Peluche Pokémon Pikachu 60 Cm,159.297,13.274,0
1922,Peluche Pokémon Garchomp Original Takara Tomy 22 Cm,135.161,11.263,0
1923,Peluches Pokemon Nintendo Game Freak Pikachu Eevee Snorlax.,67.900,5.658,0
1924,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,101.516,8.459,0
1925,Pokemon Peluche Cabeza Pequeña,15.000,416,0
1926,Peluche Pikachu Pokemon 20cm,69.415,5.784,0
1927,Peluche Pokémon Original Premium Pichu De 20 Cm,91.427,7.618,0
1928,"Peluche Original De Pokémon Charizard, 28 Cm, Hipoalergénico",114.259,9.521,0
1929,"Peluche Original De Pokémon Lapras, 21 Cm, Hipoalergénico",90.413,7.534,0
1930,"Peluche Original De Pokémon Meowth, 20 Cm, Hipoalergénico",90.413,7.534,0
1931,"Peluche Original De Pokémon Jigglypuff, 21 Cm, Hipoalergénic",82.110,6.842,0
1932,"Peluche Original Pokémon Marill, 23 Cm, Hipoalergénico",87.324,7.277,0
1933,"Peluche Original Pokémon Popplio, 21 Cm, Hipoalergénico",94.564,7.880,0
1934,"Ardilla De Peluche Original De Pokémon, 20 Cm, Hipoalergénic",86.262,7.188,0
1935,"Peluche Original Pokémon Jolteon, 25 Cm, Hipoalergénico",90.413,7.534,0
1936,"Peluche Original De Pokémon Wobbuffet, 25 Cm, Hipoalergénico",82.110,6.842,0
1937,"Charmander De Peluche Original De Pokémon, 20 Cm, Hipoalergé",82.110,6.842,0
1938,"Peluche Original De Pokémon Psyduck, 20 Cm, Hipoalergénico",82.110,6.842,0
1939,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,118.700,9.891,0
1940,"Muñeco De Peluche De Anime Pokémon Mewtwo, Regalo Para Niños",151.236,12.603,0
1941,Pokemon Peluche Juguete Felpa Suave,112.232,9.352,0
1942,"Peluche Original Pokémon Piplup, 25 Cm, Hipoalergénico",93.502,7.791,0
1943,"Peluche Original Pokémon Mew, 22 Cm, Hipoalergénico",90.413,7.534,0
1944,"Peluche Original De Pokémon Magikarp, 25 Cm, Hipoalergénico",92.633,7.719,0
1945,"Peluche Original De Pokémon Dratini, 22 Cm, Hipoalergénico",89.351,7.445,0
1946,"Peluche Original Pokémon Kairyu, 25 Cm, Hipoalergénico",92.633,7.719,0
1947,Peluche Pokemon Mega Charizard,179.571,14.964,0
1948,Pokemon Peluche Juguete Felpa Suave,112.232,9.352,0
1949,Pokémon Jigglypuff - Peluche De Peluche (7.9 in),212.984,5.916,0
1950,Pokemon Greninja Peluche De Felpa - Grande 12,286.007,7.944,0
1951,Sanei Pokemon All Star Collection Snorlax Peluche De Peluche,188.643,5.240,0
1952,"Pokémon Center: Piplup Sitting Cuties Felpa, 4 ¾ Pulgadas",162.990,4.527,0
1953,Peluche De Dibujos Animados De Pokémon Gengar Originales De,99.923,8.326,0
1954,2 Piezas Pokémon Gengar Juguetes De Peluche De Dibujos,130.575,125.507,10.458
1955,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,186.040,15.503,0
1956,"Muñeco De Peluche De Dibujos Animados Pokémon Gengar, 24 Cm",99.923,8.326,0
1957,"Muñeco De Peluche De Pokémon Bulbasaur, Juguete De Animales,",168.952,14.079,0
1958,Pokémon Zhu Zi Gu Leton Muñeca De Peluche De Muñeca,154.470,12.872,0
1959,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,114.115,9.509,0
1960,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,181.020,15.085,0
1961,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,114.115,9.509,0
1962,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,114.115,9.509,0
1963,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,181.020,15.085,0
1964,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,181.020,15.085,0
1965,Juguetes De Peluche Pokémon De 24 Centímetros,121.066,10.088,0
1966,Peluche Pokémon Pokéball Pack De 5 Poke Master Ultra Rápido,139.988,11.665,0
1967,"Muñeco De Peluche De Pokémon Bulbasaur, Juguete De Animales,",168.952,14.079,0
1968,"Muñeco De Peluche De Anime Pokémon Mewtwo, Regalo Para Niños",197.915,16.492,0
1969,Peluche Pokémon Espada Y Escudo - Unidad a $162739,159.297,13.274,0
1970,Peluche Pokemon Espada Y Escudo Scorbunny 38 Cm,77.235,6.436,0
1971,"Sanei Pokemon All Star Series Pp70 Minun Felpa Rellena, 6.5",152.131,4.225,0
1972,"Sanei Pokemon All Star Series Felpa Rellena Jigglypuff, 5",176.472,4.902,0
1973,"Pokémon Munchlax - Juguete De Peluche De 8.0 in, Edad Más De",212.984,5.916,0
1974,"Pokémon -charmander Juguete De Peluche, Animal De Felpa De 8",212.984,5.916,0
1975,"Pokémon Bulbasaur - Juguete De Peluche De 8 Pulgadas, A Part",212.984,5.916,0
1976,Pokémon - Felpa Oficial Y De Alta Calidad De 8 Pulgadas - Ch,212.984,5.916,0
1977,"Pokémon Peluche De Lucario, Tamaño Grande De 12 Pulgadas (",279.921,7.775,0
1978,"Pokémon Slowpoke - Juguete De Peluche De Peluche, Grande De",292.092,8.113,0
1979,"Muñeco De Peluche De Pokémon Bulbasaur, Juguete De Animales,",168.952,14.079,0
1980,Muñeco De Peluche Pokémon Haunter Para Niños 30 Cm,168.952,14.079,0
1981,"Muñeco De Peluche De Dibujos Animados Pokémon Gengar, 24 Cm",99.923,8.326,0
1982,Pokémon Gengar Muñeco De Peluche De Dibujos Animados 24cm,107.501,8.958,0
1983,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,107.501,8.958,0
1984,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,107.501,8.958,0
1985,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,120.486,10.040,0
1986,Peluche De Dibujos Animados De Pokémon Gengar Originales De,99.923,8.326,0
1987,Pokémon Gengar Muñeco De Peluche De Dibujos Animados 24cm,107.501,8.958,0
1988,"Muñeco De Peluche De Dibujos Animados Pokémon Gengar, 24 Cm",99.923,8.326,0
1989,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,104.895,8.741,0
1990,Muñeco De Peluche De Dibujos Animados Pokémon Gengar 2 Pieza,147.326,12.277,0
1991,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,130.334,10.861,0
1992,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,130.334,10.861,0
1993,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,118.073,9.839,0
1994,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,184.785,15.398,0
1995,Juguete De Peluche De Dibujos Animados De Pokemon Gengar X 2,182.806,15.233,0
1996,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,192.170,16.014,0
1997,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,122.900,10.241,0
1998,Pokémon Gengar Muñeco De Peluche De Dibujos Animados 24cm,116.480,9.706,0
1999,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,124.155,10.346,0
2000,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,111.122,9.260,0
2001,Pokémon Gengar Peluche De Dibujos Animados 2 Peazas,144.236,12.019,0
2002,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,120.776,10.064,0
2003,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,104.557,8.713,0
2004,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,130.334,10.861,0
2005,Peluche De Lucario De Pokémon De 12 Pulgadas,294.900,8.191,0
2006,Ponyta Galariana De Peluche Pokemon,272.500,7.569,0
2007,Ponyta Galariana De Peluche Pokemon,272.900,7.580,0
2008,"Peluche Original Pokémon Vulpix, 24 Cm, Hipoalergénico",120.342,10.028,0
2009,"Peluche Original De Pokémon Wartortle, 22 Cm, Hipoalergénico",114.211,9.517,0
2010,"Peluche Original Pokémon Chespin, 29 Cm, Hipoalergénico",114.211,9.517,0
2011,"Peluche Original Pokémon Ponyta, 28 Cm, Hipoalergénico",114.211,9.517,0
2012,"Peluche Original Pokémon Dedenne, 24 Cm, Hipoalergénico",114.211,9.517,0
2013,"Peluche Original De Pokémon Ekans, 22 Cm, Hipoalergénico",114.211,9.517,0
2014,"Peluche Original Pokémon Froakie, 27 Cm, Hipoalergénico",114.211,9.517,0
2015,"Peluche Original De Pokémon Gastly, 29 Cm, Hipoalergénico",114.211,9.517,0
2016,Pokemon Zeraora Peluche Muñeca N - Unidad a $143802,140.761,11.730,0
2017,Peluche Pokémon Espada Y Escudo - Unidad a $130975,131.251,10.937,0
2018,Pokémon Gengar Peluche De Dibujos Animados 24cm,117.107,9.758,0
2019,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,175.999,14.666,0
2020,Muñeco De Peluche De Dibujos Animados Pokémon Gengar 2 Pieza,188.405,15.700,0
2021,2 Piezas Pokémon Gengar Muñeco De Peluche De Dibujos Animado,183.530,15.294,0
